batter,ERA_range,pitch_type_CH,pitch_type_CU,pitch_type_EP,pitch_type_FC,pitch_type_FF,pitch_type_FS,pitch_type_FT,pitch_type_IN,pitch_type_KC,pitch_type_KN,pitch_type_PO,pitch_type_RB,pitch_type_SC,pitch_type_SI,pitch_type_SL,pitch_type_UN,pitch_type_Unknown,velocity_Slow,velocity_Medium,velocity_Fast,velocity_Very Fast,ERA_Excellent,ERA_Good,ERA_Average,ERA_Poor,ERA_Very Poor
polanjo01,334,27,107,6,28,0,0,0,56,0,4,0,11,40,2,0,0,64,130,126,49,0,31,23,23,74,183
polloaj01,268,20,83,4,17,0,2,1,56,0,6,0,11,55,3,0,0,21,109,96,39,0,24,20,21,58,145
portelo01,8,0,3,0,0,0,0,0,2,0,1,0,4,2,0,0,0,0,3,5,0,0,0,1,0,3,4
poseybu01,126,11,48,1,7,0,0,1,25,0,2,0,3,14,4,0,0,13,46,49,22,0,14,10,5,23,74
poteeco01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
pozoyo01,21,2,5,0,1,0,0,0,8,0,0,0,1,4,0,0,0,1,6,10,2,0,1,3,3,4,10
prattni01,102,6,29,4,7,0,0,0,17,0,7,0,15,10,3,0,0,19,45,37,15,0,9,5,7,23,58
priceda01,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,2
proctfo01,4,0,2,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,1,1,2,0,0,0,0,2,2
profaju01,346,33,126,4,17,0,0,1,75,0,5,0,11,30,10,0,1,45,115,142,69,0,40,43,20,79,164
puellce01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pujolal01,159,10,67,0,8,0,0,2,32,0,0,0,6,24,4,0,0,12,55,67,24,0,12,10,15,30,92
quantca01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
quereju01,6,0,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,4,0,0,0,1,0,3,2
quinnro01,34,7,12,0,2,0,0,0,6,0,0,0,2,4,0,0,1,2,17,11,6,0,3,5,3,5,18
quintjo01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
quiroes01,12,2,2,0,1,0,0,0,3,0,0,0,4,3,0,0,0,1,3,5,2,0,0,3,1,5,3
rafaece01,27,3,7,0,0,0,0,0,8,0,2,0,10,5,1,0,0,1,8,12,4,0,7,1,1,4,14
raleica01,229,18,71,10,15,0,0,0,35,0,5,0,13,27,6,0,0,42,104,73,37,1,19,14,15,49,132
raleylu01,124,7,47,3,11,0,0,1,10,0,2,0,6,18,2,0,1,22,48,42,19,1,14,10,13,24,63
ramirha02,343,26,117,3,22,0,0,0,48,0,9,0,10,77,4,0,2,38,167,99,59,1,49,41,35,84,134
ramirjo01,503,40,161,13,33,1,0,0,67,0,13,0,26,63,16,0,2,95,232,161,70,4,59,53,43,91,257
ramoshe01,30,5,12,2,0,0,0,0,1,0,1,0,3,3,0,0,0,6,12,13,3,0,5,3,2,9,11
ramoshe02,12,2,2,0,0,0,0,0,3,0,0,0,12,3,0,0,0,2,6,3,2,0,0,2,2,3,5
ramoswi01,36,1,11,1,0,0,0,0,8,0,0,0,0,11,0,0,0,4,19,10,6,0,3,3,3,7,20
rasmudr01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ravelra01,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
rayco01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realmjt01,439,29,128,4,28,0,0,1,113,0,10,0,0,74,6,0,4,44,175,164,71,0,40,34,33,99,233
reddijo01,39,1,17,3,3,0,0,0,5,0,0,0,0,7,1,0,0,2,18,12,6,1,3,5,1,11,19
reetzja01,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
refsnro01,134,14,43,1,10,0,0,1,22,0,5,0,10,18,1,0,1,19,58,44,17,0,12,10,8,32,72
reinhja01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reksza01,11,2,4,0,0,0,0,0,2,0,0,0,3,1,0,0,0,2,5,3,3,0,1,1,0,1,8
remilza01,37,0,13,1,4,0,0,0,10,0,2,0,13,4,0,0,0,3,11,17,5,0,3,5,5,12,12
rendoan01,142,10,55,1,2,0,0,1,32,0,2,0,11,24,2,0,0,13,48,61,26,0,14,7,12,37,72
renfrhu01,383,31,118,2,22,0,1,1,83,0,11,0,18,77,7,0,1,30,152,133,60,3,36,27,29,68,223
rengilu01,274,24,98,4,20,0,1,0,40,0,4,0,16,25,9,0,2,47,113,101,38,1,38,26,24,58,128
reyesfr01,219,12,71,3,9,0,0,0,50,0,5,0,23,51,2,0,2,15,100,75,32,1,21,16,17,46,119
reyespa01,78,5,21,0,5,0,0,1,16,0,10,0,10,8,3,0,0,9,38,20,12,0,8,12,6,15,37
reyesvi01,148,11,48,1,15,0,0,0,15,0,4,0,3,18,2,0,0,34,70,39,24,0,15,11,15,35,72
reynobr01,497,46,170,10,38,0,1,0,85,0,5,0,5,60,10,0,1,71,205,185,63,3,52,35,36,113,261
reynoma03,62,1,13,1,6,0,0,0,20,0,4,0,6,12,1,0,0,4,25,19,11,0,12,4,6,13,27
richaga01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
riddljt01,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,1,3
rileyau01,555,33,150,4,43,0,1,5,118,0,14,0,22,104,14,0,3,67,227,194,79,0,56,43,43,89,324
riosed01,30,2,9,0,2,0,0,1,7,0,1,0,13,3,0,0,0,5,13,13,1,0,5,1,0,4,20
rivasal01,100,7,35,1,6,0,1,0,20,0,3,0,13,9,2,0,0,16,38,40,18,0,8,15,7,21,49
rivaswe01,15,1,5,0,1,0,0,0,3,0,0,0,3,2,1,0,0,2,5,8,1,0,0,2,2,4,7
riverem01,173,8,56,2,10,1,0,0,36,0,6,0,12,30,5,0,0,19,73,59,29,0,14,17,15,34,93
riverre01,16,0,6,0,0,0,0,0,2,0,0,0,0,7,0,0,0,1,7,8,1,0,1,1,3,3,8
riverse01,11,1,1,0,0,0,0,0,1,0,1,0,3,2,0,0,0,5,9,1,0,0,1,1,1,1,7
rizzoan01,343,24,129,12,24,0,0,0,46,0,7,0,7,42,10,0,1,48,145,117,50,1,28,28,22,81,184
roberda10,15,0,5,0,1,0,0,0,3,0,0,0,5,5,0,0,0,1,7,2,4,0,0,2,0,3,10
roberkr01,7,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,3,3,1,0,4,0,0,2,1
roberlu01,355,36,97,4,19,0,0,0,66,0,17,0,21,78,6,0,1,34,171,112,49,2,46,22,17,59,211
robinch04,8,0,1,0,1,0,0,0,2,0,1,0,3,1,0,0,0,2,5,2,0,0,0,0,1,2,5
roblevi01,186,14,56,0,14,0,0,0,53,0,2,0,23,30,1,0,0,16,69,81,20,4,29,24,8,42,83
robsoja01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
rocchbr01,27,4,12,0,2,0,0,0,0,0,1,0,12,6,0,0,0,2,12,7,4,1,3,6,0,10,8
rodgebr02,308,24,95,6,24,0,0,2,44,0,9,0,4,63,4,0,1,36,135,100,38,1,28,37,37,69,137
rodrien01,42,2,16,0,3,0,0,0,7,0,2,0,0,3,1,0,0,8,16,15,9,0,2,2,4,8,26
rodrijo09,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodriju01,334,24,92,7,24,0,0,0,59,0,16,0,33,79,3,0,0,32,167,101,47,0,45,27,25,57,180
rogerja03,109,5,36,0,7,0,0,0,21,0,4,0,1,22,1,0,0,13,43,38,14,0,8,9,5,19,68
rogertr01,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,1,1
rojasjo01,344,23,122,9,20,0,0,0,64,0,1,1,9,49,9,0,0,46,150,124,54,1,39,44,32,88,141
rojasjo02,50,1,17,0,1,0,0,0,11,0,2,0,13,5,1,0,0,12,23,20,4,0,3,7,5,8,27
rojasjo03,57,4,21,0,2,0,1,0,8,0,2,0,1,12,4,0,0,4,28,19,6,0,11,9,3,10,24
rojasmi02,351,33,110,5,20,0,1,0,70,2,5,0,3,64,6,0,0,35,143,147,31,0,34,39,28,91,159
romerst01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
rominan01,13,2,6,0,1,0,0,0,2,0,0,0,1,1,0,0,0,1,4,6,2,0,3,3,1,2,4
rominau01,33,1,10,0,1,0,0,0,7,0,1,0,2,9,1,0,0,4,15,13,4,0,5,3,6,6,13
rondojo02,24,1,5,1,2,0,0,0,3,0,2,0,0,6,1,0,0,3,15,5,1,0,2,2,1,6,13
rookebr01,160,19,59,0,7,0,0,0,33,0,5,0,8,17,2,0,1,17,60,59,34,0,9,13,12,27,99
rortvbe01,28,2,9,0,3,0,0,0,7,0,0,0,0,3,0,0,1,3,10,15,1,0,3,1,2,5,17
rosaram01,482,39,131,7,30,1,0,0,82,0,15,0,19,107,9,0,3,59,244,139,59,2,67,57,44,101,213
rosared01,299,22,97,12,24,0,0,0,31,0,5,0,14,44,8,0,5,53,136,100,40,2,24,21,30,56,168
rosareg01,12,0,6,0,0,0,0,0,3,0,2,0,7,0,0,0,0,1,4,4,3,0,2,4,1,0,5
rossjo01,8,0,2,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,1,4,3
rufda01,151,8,54,1,9,0,0,0,39,0,0,0,9,20,2,0,0,19,56,64,20,0,11,9,12,29,90
ruizes01,125,9,39,2,5,0,0,0,25,0,4,0,9,27,3,0,0,11,53,47,18,1,24,14,10,17,60
ruizke01,265,14,95,3,17,0,0,0,44,0,6,0,19,37,5,0,0,44,110,93,46,2,27,25,21,64,128
ruizri01,24,3,12,0,2,0,0,0,4,0,0,0,6,3,0,0,0,0,8,13,2,0,4,2,3,4,11
ruthebl01,6,1,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,3,2,0,0,1,1,2,2
rutscad01,269,18,105,13,11,0,0,0,38,0,4,0,9,31,3,0,3,43,115,92,52,2,22,16,17,71,143
sabolbl01,74,14,28,1,4,0,0,0,15,0,2,0,6,3,2,0,0,6,20,38,11,2,12,9,7,10,36
salazce01,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
sanchad01,11,2,2,0,0,0,0,0,5,0,0,0,1,1,0,0,0,1,6,4,1,0,2,0,2,1,6
sanchal04,4,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,1,0,0,1,0,1,1,1
sanchca01,9,0,5,0,0,0,0,0,1,0,0,0,11,0,1,0,0,2,3,5,1,0,3,0,1,1,4
sanchga02,224,20,77,1,14,0,0,0,41,0,5,0,8,44,6,0,0,18,88,86,31,1,21,13,10,39,141
sanchje02,227,16,85,2,19,0,1,0,36,0,3,0,5,28,2,0,2,33,88,89,37,1,27,16,19,31,134
sandopa01,19,1,14,1,1,0,0,0,1,0,0,0,7,2,1,0,0,0,5,5,7,0,2,1,0,4,12
sandopa02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
sandsdo01,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,2,1
sanomi01,124,13,44,2,5,0,0,0,27,0,1,0,4,19,1,0,0,12,50,50,18,0,11,3,9,29,72
santaan02,399,27,132,15,27,0,0,1,68,0,7,0,17,42,13,0,1,66,176,123,70,0,32,22,26,92,227
santaca01,355,21,149,8,17,0,0,1,55,0,1,0,21,34,6,0,1,62,145,129,63,2,38,24,22,90,181
santada01,21,1,9,0,1,0,0,0,2,0,0,0,0,2,1,0,0,5,6,6,6,0,5,2,5,0,9
santito01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
schanno01,33,4,12,0,2,0,0,0,3,0,1,0,1,4,2,0,0,5,17,7,8,0,5,1,2,6,19
schebsc01,7,0,2,0,1,0,0,1,0,0,0,0,7,1,0,0,0,2,5,1,0,0,1,0,0,4,2
schmica01,52,4,14,1,6,0,0,0,11,0,3,0,5,8,0,0,0,5,23,15,8,0,2,8,7,4,31
schneda03,34,4,10,0,1,0,1,0,8,0,2,0,0,6,0,0,0,2,14,13,3,0,4,2,4,5,19
schoojo01,315,27,114,2,16,0,1,0,54,0,7,0,1,62,3,0,0,30,126,111,46,3,32,31,25,74,153
schroma01,41,3,21,2,6,0,0,0,6,0,0,0,19,0,0,0,0,3,8,16,12,0,4,2,5,12,18
schwaky01,396,38,141,5,31,0,0,0,82,0,6,0,5,35,11,0,1,47,159,161,48,1,28,24,15,61,268
schwifr01,139,10,49,2,7,0,0,0,24,0,3,0,14,28,4,0,0,14,58,49,24,0,11,16,19,32,61
scottvi01,3,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0
seageco01,450,26,130,16,47,0,1,0,60,0,19,0,20,71,8,0,0,72,205,139,46,3,43,31,37,86,253
seageky01,128,12,52,1,9,0,0,0,20,0,1,0,9,17,3,0,0,13,56,45,17,0,13,13,8,27,67
segurje01,344,19,86,3,21,1,0,0,86,0,13,0,0,68,5,0,3,43,153,128,41,0,60,50,28,73,133
semiema01,552,48,175,6,38,0,0,1,112,0,17,0,14,94,9,0,0,52,216,205,87,0,62,49,45,128,268
senzaan01,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
senzeni01,186,14,55,1,18,0,0,1,45,0,4,0,22,30,3,0,0,15,70,71,23,1,24,13,15,40,94
servebr01,48,3,8,0,6,0,0,0,7,0,1,0,4,16,1,0,0,6,29,11,4,0,4,5,6,10,23
severpe01,101,10,33,0,3,0,0,0,23,0,0,0,18,14,4,0,0,14,40,38,18,0,8,8,10,16,59
shawch01,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
shawtr01,45,5,12,1,5,0,0,0,9,0,0,0,9,9,1,0,0,3,18,12,11,0,6,6,5,5,23
sheetga01,197,22,71,11,15,0,1,0,19,0,3,0,22,18,7,0,0,32,83,76,23,2,23,20,13,42,99
sheffju01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
shewmbr01,5,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,1,1,0,0,0,0,2,3
shortza01,76,2,22,0,3,0,0,0,13,0,5,0,2,22,2,0,0,7,32,31,5,0,5,11,9,16,35
sianimi01,9,0,6,1,0,0,0,0,2,0,1,0,4,1,0,0,0,0,3,3,3,0,1,0,0,3,5
sierrma01,67,7,23,0,6,0,0,0,15,0,1,0,5,7,0,0,1,7,24,30,7,0,11,9,11,15,21
simmoan01,104,11,30,0,3,0,0,1,20,0,1,0,4,21,6,0,0,12,45,34,14,0,15,16,9,22,42
singljo02,16,1,5,1,0,0,0,0,6,0,0,0,6,1,0,0,0,2,5,7,4,0,2,1,0,1,12
sirijo01,166,7,45,1,12,0,0,1,29,0,11,0,4,37,4,0,0,20,81,52,17,0,23,12,13,32,86
siscoch01,11,2,4,0,1,0,0,0,2,0,0,0,2,1,0,0,0,1,5,6,0,0,1,1,2,3,4
slateau01,194,15,67,0,11,0,1,1,36,0,6,0,14,25,4,0,2,26,81,75,18,0,15,22,17,43,97
smithca03,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1
smithca05,13,2,6,0,0,0,0,0,1,0,1,0,4,2,0,0,0,2,5,7,1,1,3,1,1,1,7
smithdo02,282,20,90,3,36,0,0,0,49,0,3,0,15,40,7,0,0,34,104,108,37,1,31,32,16,58,145
smithdw02,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithjo11,84,13,37,0,4,0,1,1,10,0,2,0,14,8,2,0,0,6,38,23,19,0,7,14,4,20,39
smithke04,16,2,6,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4,9,5,2,0,4,2,0,5,5
smithke05,57,3,12,0,1,0,0,0,10,0,4,0,22,18,0,0,0,9,33,15,4,0,8,5,5,11,28
smithma05,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
smithpa04,234,18,85,8,9,0,0,0,52,0,4,0,12,27,4,0,0,30,88,96,39,0,29,26,24,45,110
smithwi05,397,31,101,7,34,0,0,0,85,0,10,0,12,77,7,0,0,45,183,129,58,4,26,27,43,90,211
smylydr01,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0
snellbl01,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,1,2
soderty01,21,1,8,0,2,0,0,0,5,0,1,0,3,2,1,0,0,1,8,7,4,0,2,1,1,3,14
sogarer01,42,2,12,1,1,0,0,0,7,0,1,0,10,7,1,0,0,10,23,13,5,0,9,8,5,6,14
solakni01,134,7,39,4,6,0,0,0,28,0,5,0,13,27,3,0,1,14,62,51,13,0,29,11,9,26,59
solando01,276,29,70,0,18,0,0,3,68,0,12,0,18,50,1,0,0,25,120,96,36,1,11,17,20,73,155
solerjo01,321,25,103,2,16,0,0,0,73,0,8,0,13,64,4,0,1,25,125,123,53,5,30,13,13,59,206
sosaed01,208,8,57,2,19,0,0,3,41,0,4,0,4,42,3,1,1,27,96,66,25,1,25,24,12,43,104
sosale01,37,4,7,0,3,0,0,0,11,0,4,0,1,3,0,0,0,5,19,9,5,1,1,6,2,9,19
sotoel01,7,1,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,3,4,0,0,1,0,1,2,3
sotoju01,470,38,168,14,21,0,0,1,85,0,15,0,5,65,10,0,0,54,178,168,92,5,35,46,32,92,265
sotoli01,24,3,12,0,2,0,0,0,4,0,0,0,9,2,0,0,0,1,10,8,3,1,3,2,1,5,13
souzast01,10,0,2,0,0,0,0,0,5,0,1,0,6,0,0,0,1,1,5,3,1,0,2,2,0,1,5
spangco01,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,1
springe01,410,34,128,8,22,0,0,0,89,0,13,0,0,70,9,0,1,37,156,143,81,0,56,27,15,93,219
stallja01,224,26,68,1,7,0,0,2,54,0,10,0,4,37,3,1,0,17,102,72,33,1,15,18,17,56,118
stameer01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
stammcr01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
stantmi03,333,22,89,2,22,0,1,1,67,0,14,0,2,73,5,0,2,35,157,97,51,1,20,22,18,62,211
starlbu01,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
stassma01,130,10,44,0,7,0,0,0,32,0,0,0,7,19,4,0,1,13,44,54,20,0,14,10,16,26,64
steelju01,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
steersp01,182,16,41,3,13,0,0,0,50,0,9,0,15,29,5,0,0,17,80,63,25,1,22,23,12,28,97
stefami01,34,1,11,1,1,0,0,0,4,0,3,0,6,7,0,0,0,6,13,11,7,0,5,5,3,5,16
stephty01,268,17,86,1,24,0,0,1,66,1,11,0,33,36,2,0,2,21,105,93,42,1,26,22,23,67,130
stevean01,53,3,25,0,1,0,0,2,6,0,1,0,7,3,0,0,0,12,13,25,11,0,9,7,5,6,26
steveca01,12,0,7,0,1,0,0,0,1,0,0,0,3,1,0,0,0,2,5,5,1,0,0,0,2,5,5
stewach02,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0
stewadj01,102,9,35,2,8,0,0,0,16,0,5,0,3,11,0,0,0,16,42,37,15,1,9,5,11,19,58
stewako01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
stoketr01,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,1
storytr01,258,17,74,3,14,0,0,1,58,0,9,0,9,45,5,0,1,31,105,96,37,0,45,17,22,41,133
stottbr01,309,25,95,6,19,0,0,1,56,0,8,0,3,43,6,1,1,49,129,105,55,1,41,35,24,72,137
stoweky01,32,2,13,3,4,0,0,0,3,0,1,0,4,1,0,0,1,4,12,11,6,0,2,2,1,6,21
strasst01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
strawmy01,389,29,152,1,14,0,0,1,86,0,6,0,24,59,10,0,0,31,141,165,56,3,70,47,31,94,147
stromma01,5,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,0,1,2,0,0,2
stubbga01,64,4,27,2,4,0,0,1,9,0,3,0,2,7,0,0,0,7,20,30,6,1,15,14,3,16,16
suareeu01,381,23,131,2,23,0,1,0,86,0,5,0,15,67,8,0,0,35,143,154,59,1,24,21,48,70,218
suarera01,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0
sullibr01,19,0,5,0,1,0,0,0,3,0,0,0,9,6,0,0,0,4,12,6,1,0,1,3,1,6,8
susacan01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
suwinja01,176,20,57,2,13,0,1,0,29,0,4,0,5,25,4,0,1,21,77,67,22,0,21,9,13,33,100
suzukku01,74,6,32,0,1,0,0,0,16,0,0,0,4,9,2,0,1,8,25,31,16,1,8,5,10,17,34
suzukse01,252,19,67,4,23,0,0,2,70,1,11,0,11,39,1,0,2,17,99,93,38,0,34,13,19,52,134
swaggtr01,5,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,2,0,0,0,3
swansda01,480,43,157,3,22,0,0,3,109,0,11,0,18,75,13,0,2,42,177,182,77,3,44,47,38,90,261
swihabl01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
szczuma01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
tapiara01,286,32,101,10,19,0,0,1,29,0,5,0,8,42,3,0,0,45,128,95,47,0,46,40,24,61,115
tatisfe02,290,19,87,6,11,0,1,1,60,0,9,0,14,54,9,0,3,30,133,91,48,0,33,13,18,59,167
tauchmi01,118,16,37,0,10,0,0,0,16,0,2,0,3,19,4,0,1,14,54,45,15,0,13,14,7,22,62
taverle01,257,14,100,9,18,0,1,2,25,1,4,0,11,38,4,0,1,41,103,86,44,1,26,31,22,59,119
taylobe11,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tayloch03,321,22,100,2,16,0,0,1,82,0,3,0,12,61,2,0,0,33,132,116,58,2,25,28,24,70,174
taylomi02,314,35,85,4,19,0,0,1,61,0,15,0,14,63,1,0,1,30,147,97,41,5,40,39,28,53,154
taylosa04,13,0,3,0,1,0,0,0,6,0,1,0,4,0,0,0,0,2,5,5,2,0,2,3,1,1,6
tayloty01,207,12,63,3,12,0,0,3,42,0,7,0,16,38,3,0,1,23,83,80,25,0,14,17,22,45,109
tejedan01,2,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,1,1
telisto01,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tellero01,267,14,89,3,27,0,1,3,34,0,3,0,9,37,5,0,2,50,124,76,40,1,15,13,13,52,174
tenajo01,7,1,2,0,0,0,0,0,2,0,1,0,4,0,0,0,0,1,3,3,1,0,1,1,1,1,3
terrycu01,6,0,3,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,2,2,1,0,1,0,0,1,4
thaisma01,72,4,22,2,7,0,1,1,8,0,3,0,4,10,3,0,0,11,28,23,12,0,3,7,3,12,47
thameer01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomaal01,195,16,45,10,14,0,0,3,30,0,10,0,6,38,5,0,0,27,91,59,26,0,31,19,13,44,88
thomaco01,18,3,8,0,2,0,0,0,0,0,1,0,5,0,0,0,0,4,9,3,3,0,3,1,2,2,10
thomadi01,3,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,1,0,2
thomala02,348,17,100,3,15,0,0,0,92,0,19,0,16,55,6,0,3,39,134,138,52,0,34,45,25,68,176
thompbu01,54,2,13,1,2,0,0,0,17,0,3,0,11,10,2,0,0,4,22,21,8,0,17,15,3,7,12
thompke02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
thomptr01,92,8,21,2,8,0,0,0,28,0,1,0,5,15,1,0,0,8,45,28,16,0,5,6,5,17,59
thompza01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
toccica01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toglimi01,60,10,20,0,2,0,0,0,13,0,1,0,10,9,0,0,0,6,19,30,9,0,3,7,4,16,30
tomasya01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomka01,15,1,7,0,1,0,0,0,2,0,0,0,10,2,1,0,0,1,4,7,3,0,1,3,1,1,9
tomlijo01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
torkesp01,233,14,79,3,11,0,1,1,52,0,12,0,3,44,3,0,0,13,94,80,43,1,14,18,15,45,141
toroab01,152,16,48,6,10,0,0,0,18,0,1,0,17,20,2,1,0,31,77,45,18,0,24,10,7,35,76
torregl01,452,33,135,5,25,0,1,1,92,0,13,0,0,96,10,0,1,40,190,155,75,0,46,39,35,89,243
torrelu01,127,9,52,1,10,0,0,0,18,0,5,0,19,24,0,0,0,8,49,44,19,0,8,5,10,41,63
torrero01,88,8,26,0,7,0,0,0,20,0,2,0,0,13,4,0,0,9,39,35,9,0,16,17,11,13,31
tovarez01,169,14,43,4,6,0,0,0,33,0,5,0,14,43,2,0,0,19,90,59,13,0,17,11,10,40,91
tovarwi01,3,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,2,0,1
trammta01,51,4,25,2,3,0,1,0,4,0,0,0,11,6,0,1,0,5,18,22,7,0,6,11,2,6,26
travisa01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
trejoal01,99,9,25,1,5,0,1,0,21,0,4,0,10,20,0,0,0,13,47,30,12,0,7,15,7,20,50
trevijo01,191,11,60,3,19,0,0,1,20,0,12,0,8,39,7,1,0,19,94,56,17,1,18,18,17,39,99
